{'Dense_Out': {'bias': 0.04, 'kernel': 0.08}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.08, 'kernel': 1.37}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.4, 'kernel': 0.54}}}, 0.47879546880722046
{'Dense_Out': {'bias': 0.04, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.83, 'kernel': 1.95}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.3, 'kernel': 0.42}}}, 0.4266028106212616
{'Dense_Out': {'bias': 0.01, 'kernel': 0.02}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.64, 'kernel': 0.31}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.15, 'kernel': 0.25}}}, 0.39126133918762207
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.22, 'kernel': 0.84}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.12, 'kernel': 0.2}}}, 0.4079951345920563
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.26, 'kernel': 2.56}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.27, 'kernel': 0.37}}}, 0.39619097113609314
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.56, 'kernel': 0.74}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.32, 'kernel': 0.42}}}, 0.4609382748603821
{'Dense_Out': {'bias': 0.04, 'kernel': 0.09}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.9, 'kernel': 3.97}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.36, 'kernel': 0.51}}}, 0.5218076705932617
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.71, 'kernel': 0.7}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.41, 'kernel': 0.57}}}, 0.380020409822464
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 6.46, 'kernel': 4.24}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.28, 'kernel': 0.38}}}, 0.5207945108413696
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.63, 'kernel': 0.87}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.43, 'kernel': 0.59}}}, 0.5690637826919556
{'Dense_Out': {'bias': 0.01, 'kernel': 0.03}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.22, 'kernel': 1.35}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.38, 'kernel': 0.53}}}, 0.4254886507987976
{'Dense_Out': {'bias': 0.03, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.54, 'kernel': 1.41}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.2, 'kernel': 0.29}}}, 0.4172523617744446
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 7.34, 'kernel': 4.79}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.34, 'kernel': 0.5}}}, 0.43988680839538574
{'Dense_Out': {'bias': 0.04, 'kernel': 0.09}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 7.94, 'kernel': 4.97}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.45, 'kernel': 0.58}}}, 0.49251648783683777
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 11.64, 'kernel': 7.51}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.14, 'kernel': 0.21}}}, 0.49848365783691406
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 5.65, 'kernel': 3.22}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.12, 'kernel': 0.18}}}, 0.406122624874115
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 6.77, 'kernel': 3.99}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.59, 'kernel': 0.79}}}, 0.5031756162643433
{'Dense_Out': {'bias': 0.01, 'kernel': 0.02}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.92, 'kernel': 1.23}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.11, 'kernel': 0.15}}}, 0.30143219232559204
{'Dense_Out': {'bias': 0.01, 'kernel': 0.02}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.88, 'kernel': 0.31}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.2, 'kernel': 0.31}}}, 0.3676508963108063
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.52, 'kernel': 1.35}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.11, 'kernel': 0.15}}}, 0.3478800654411316
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.84, 'kernel': 1.84}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.12, 'kernel': 0.24}}}, 0.3765581250190735
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.97, 'kernel': 1.03}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.21, 'kernel': 0.3}}}, 0.46750056743621826
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.06, 'kernel': 0.85}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.19, 'kernel': 0.24}}}, 0.35463133454322815
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.23, 'kernel': 3.16}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.33, 'kernel': 0.42}}}, 0.44072383642196655
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.82, 'kernel': 2.06}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.23, 'kernel': 0.32}}}, 0.4370056986808777
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.83, 'kernel': 0.83}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.19, 'kernel': 0.26}}}, 0.4550016522407532
{'Dense_Out': {'bias': 0.06, 'kernel': 0.11}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.97, 'kernel': 3.71}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.95, 'kernel': 1.23}}}, 0.4533342123031616
{'Dense_Out': {'bias': 0.01, 'kernel': 0.03}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.03, 'kernel': 0.4}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.15, 'kernel': 0.27}}}, 0.44824448227882385
{'Dense_Out': {'bias': 0.01, 'kernel': 0.02}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.09, 'kernel': 1.33}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.13, 'kernel': 0.2}}}, 0.385469913482666
{'Dense_Out': {'bias': 0.04, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 13.19, 'kernel': 8.84}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.34, 'kernel': 0.47}}}, 0.4997360110282898
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 5.29, 'kernel': 3.23}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.25, 'kernel': 0.34}}}, 0.4861406087875366
{'Dense_Out': {'bias': 0.03, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.36, 'kernel': 3.86}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.43, 'kernel': 0.66}}}, 0.4566766619682312
{'Dense_Out': {'bias': 0.02, 'kernel': 0.03}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.32, 'kernel': 0.29}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.16, 'kernel': 0.29}}}, 0.3579731583595276
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.75, 'kernel': 1.16}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.29, 'kernel': 0.41}}}, 0.3766079246997833
{'Dense_Out': {'bias': 0.04, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.12, 'kernel': 3.63}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.4, 'kernel': 0.51}}}, 0.4563139081001282
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 9.94, 'kernel': 6.68}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.16, 'kernel': 0.34}}}, 0.4583580791950226
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 10.69, 'kernel': 7.01}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.32, 'kernel': 0.41}}}, 0.35473328828811646
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.19, 'kernel': 1.07}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.38, 'kernel': 0.48}}}, 0.45191627740859985
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.5, 'kernel': 1.68}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.67, 'kernel': 0.91}}}, 0.4733083248138428
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.22, 'kernel': 1.79}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.3, 'kernel': 0.42}}}, 0.4008297324180603
{'Dense_Out': {'bias': 0.05, 'kernel': 0.11}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.5, 'kernel': 1.65}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.19, 'kernel': 0.28}}}, 0.4777371883392334
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 8.29, 'kernel': 4.88}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.45, 'kernel': 0.62}}}, 0.4356638789176941
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.27, 'kernel': 0.61}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.39, 'kernel': 0.55}}}, 0.37387481331825256
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.43, 'kernel': 1.83}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.17, 'kernel': 0.25}}}, 0.3729511499404907
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.36, 'kernel': 1.29}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.15, 'kernel': 0.22}}}, 0.407657653093338
{'Dense_Out': {'bias': 0.02, 'kernel': 0.03}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.8, 'kernel': 1.74}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.21, 'kernel': 0.27}}}, 0.38511839509010315
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.97, 'kernel': 2.74}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.38, 'kernel': 0.51}}}, 0.3886898159980774
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.87, 'kernel': 3.12}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.15, 'kernel': 0.2}}}, 0.32706218957901
{'Dense_Out': {'bias': 0.03, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.21, 'kernel': 1.2}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.24, 'kernel': 0.34}}}, 0.4340640604496002
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.67, 'kernel': 1.45}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.21, 'kernel': 0.27}}}, 0.4105355143547058
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.27, 'kernel': 0.85}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.15, 'kernel': 0.22}}}, 0.35051241517066956
{'Dense_Out': {'bias': 0.03, 'kernel': 0.08}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.6, 'kernel': 2.88}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.46, 'kernel': 0.61}}}, 0.4199984669685364
{'Dense_Out': {'bias': 0.03, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.82, 'kernel': 2.37}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.63, 'kernel': 0.86}}}, 0.46484100818634033
{'Dense_Out': {'bias': 0.04, 'kernel': 0.08}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.56, 'kernel': 1.95}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.26, 'kernel': 0.38}}}, 0.46860313415527344
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.57, 'kernel': 1.78}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.3, 'kernel': 0.39}}}, 0.3677389323711395
{'Dense_Out': {'bias': 0.04, 'kernel': 0.08}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.81, 'kernel': 2.33}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.24, 'kernel': 0.33}}}, 0.3875351548194885
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.1, 'kernel': 0.84}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.24, 'kernel': 0.32}}}, 0.3299374580383301
{'Dense_Out': {'bias': 0.05, 'kernel': 0.11}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 5.64, 'kernel': 4.64}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.33, 'kernel': 0.45}}}, 0.5253649353981018
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.73, 'kernel': 0.87}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.35, 'kernel': 0.47}}}, 0.3987632989883423
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 5.93, 'kernel': 4.18}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.31, 'kernel': 0.42}}}, 0.41853147745132446
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.29, 'kernel': 1.42}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.31, 'kernel': 0.42}}}, 0.44087597727775574
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.99, 'kernel': 2.71}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.26, 'kernel': 0.38}}}, 0.3795015811920166
{'Dense_Out': {'bias': 0.04, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.75, 'kernel': 2.0}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.22, 'kernel': 0.29}}}, 0.3858787417411804
{'Dense_Out': {'bias': 0.04, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.3, 'kernel': 1.47}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.29, 'kernel': 0.4}}}, 0.40704697370529175
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.51, 'kernel': 1.31}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.34, 'kernel': 0.43}}}, 0.41458314657211304
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.37, 'kernel': 1.57}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.36, 'kernel': 0.49}}}, 0.38688480854034424
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.25, 'kernel': 0.94}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.47, 'kernel': 0.65}}}, 0.44381195306777954
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 6.67, 'kernel': 4.07}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.43, 'kernel': 0.59}}}, 0.44063040614128113
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 2.23, 'kernel': 1.67}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.65, 'kernel': 0.86}}}, 0.38915523886680603
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.89, 'kernel': 1.91}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.29, 'kernel': 0.38}}}, 0.44715043902397156
{'Dense_Out': {'bias': 0.03, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.95, 'kernel': 2.91}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.31, 'kernel': 0.41}}}, 0.48867905139923096
{'Dense_Out': {'bias': 0.03, 'kernel': 0.08}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.66, 'kernel': 3.43}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.22, 'kernel': 0.33}}}, 0.3851640820503235
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.84, 'kernel': 1.39}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.62, 'kernel': 0.82}}}, 0.4501290023326874
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.66, 'kernel': 1.32}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.3, 'kernel': 0.43}}}, 0.37771928310394287
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.74, 'kernel': 1.24}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.65, 'kernel': 0.86}}}, 0.3986358642578125
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.4, 'kernel': 3.01}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.3, 'kernel': 0.4}}}, 0.3308396339416504
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 5.25, 'kernel': 3.24}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.43, 'kernel': 0.54}}}, 0.4547654986381531
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.76, 'kernel': 0.31}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.52, 'kernel': 0.7}}}, 0.3970235288143158
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.59, 'kernel': 1.64}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.17, 'kernel': 0.24}}}, 0.3893212676048279
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 4.69, 'kernel': 3.11}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.42, 'kernel': 0.54}}}, 0.474700927734375
{'Dense_Out': {'bias': 0.04, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.22, 'kernel': 1.22}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.56, 'kernel': 0.71}}}, 0.5041007995605469
{'Dense_Out': {'bias': 0.03, 'kernel': 0.06}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.09, 'kernel': 1.15}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.23, 'kernel': 0.29}}}, 0.39604315161705017
{'Dense_Out': {'bias': 0.03, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.8, 'kernel': 1.39}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.17, 'kernel': 0.26}}}, 0.4995667040348053
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.52, 'kernel': 2.82}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.31, 'kernel': 0.42}}}, 0.462377667427063
{'Dense_Out': {'bias': 0.03, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.82, 'kernel': 1.99}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.51, 'kernel': 0.7}}}, 0.37366974353790283
{'Dense_Out': {'bias': 0.02, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.18, 'kernel': 2.04}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.32, 'kernel': 0.49}}}, 0.41878989338874817
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.53, 'kernel': 1.37}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.1, 'kernel': 0.18}}}, 0.44232046604156494
{'Dense_Out': {'bias': 0.03, 'kernel': 0.05}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 1.63, 'kernel': 1.46}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.35, 'kernel': 0.48}}}, 0.40539801120758057
{'Dense_Out': {'bias': 0.02, 'kernel': 0.04}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 0.69, 'kernel': 0.68}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.17, 'kernel': 0.25}}}, 0.3989914059638977
{'Dense_Out': {'bias': 0.03, 'kernel': 0.07}, 'HeinsenMinGRULayer_0': {'Dense_x': {'bias': 3.96, 'kernel': 2.66}}, 'HeinsenMinGRULayer_1': {'Dense_x': {'bias': 0.22, 'kernel': 0.32}}}, 0.4886714220046997
